Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,62196,4,2,140,182,35,35,35.0,0.0,91,91,91.0,0.0,5177.181812,96.46922632,12439.2,16981.19612,31481,24,31553,10517.66667,18154.78318,31481,24,48,48.0,0.0,48,48,0,0,0,0,104,40,64.31281754,32.15640877,35,91,51.0,27.32520204,746.6666667,0,0,0,0,0,0,0,0,0,59.5,35.0,91.0,104,0,0,0,0,0,0,4,140,2,182,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,2002185,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,36.95962161,0.998908692,2002185.0,0.0,2002185,2002185,2002185,2002185.0,0.0,2002185,2002185,0,0.0,0.0,0,0,1,0,0,0,64,0,0.998908692,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,0,55.5,37.0,0.0,64,0,0,0,0,0,0,2,74,0,0,32832,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60989,2,2,72,190,36,36,36.0,0.0,95,95,95.0,0.0,4295.85663,65.5855974,20329.66667,35166.98977,60937,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,32.7927987,32.7927987,36,95,59.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,74.5,36.0,95.0,40,0,0,0,0,0,0,2,72,2,190,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,49,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.32653,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30783,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,3573.400903,64.97092551,30783.0,0.0,30783,30783,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.48546276,32.48546276,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,20,0,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,114160503,18,17,1292,2238,427,0,71.77777778,163.4663324,746,0,131.6470588,293.1426575,30.92137742,0.306585895,3357661.853,4698840.838,10100000,81,114000000,6713095.176,4694398.131,10100000,37292,114000000,7132705.75,4549847.432,10200000,19868,0,0,0,0,372,484,0.157672746,0.148913149,0,746,98.05555556,231.1715435,53440.28254,0,0,0,1,0,0,0,0,0,100.8571429,71.77777778,131.6470588,372,0,0,0,0,0,0,18,1292,17,2238,8192,360,14,20,342029.7273,690017.2878,1986797,36297,10000000.0,37056.54368,10100000,9999550,BENIGN
53,120644,1,1,43,185,43,43,43.0,0.0,185,185,185.0,0.0,1889.857763,16.57769968,120644.0,0.0,120644,120644,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8.288849839,8.288849839,43,185,90.33333333,81.98373822,6721.333333,0,0,0,0,0,0,0,0,1,135.5,43.0,185.0,20,0,0,0,0,0,0,1,43,1,185,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47761,1,1,53,114,53,53,53.0,0.0,114,114,114.0,0.0,3496.576705,41.87517012,47761.0,0.0,47761,47761,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.93758506,20.93758506,53,114,73.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,110.0,53.0,114.0,20,0,0,0,0,0,0,1,53,1,114,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,4895,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,408.5801839,4895.0,0.0,4895,4895,4895,4895.0,0.0,4895,4895,0,0.0,0.0,0,0,0,0,0,0,40,0,408.5801839,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,39067,2,2,148,266,74,74,74.0,0.0,133,133,133.0,0.0,10597.1792,102.3882049,13022.33333,22511.18692,39016,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,40,51.19410244,51.19410244,74,133,97.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,122.0,74.0,133.0,64,0,0,0,0,0,0,2,148,2,266,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,59677,1,1,56,84,56,56,56.0,0.0,84,84,84.0,0.0,2345.962431,33.51374902,59677.0,0.0,59677,59677,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.75687451,16.75687451,56,84,65.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,98.0,56.0,84.0,32,0,0,0,0,0,0,1,56,1,84,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,44,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.54545,44.0,0.0,44,44,44,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0,0,0,40,0,45454.54545,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,795,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,510681,4,2,136,412,34,34,34.0,0.0,206,206,206.0,0.0,1073.076931,11.74901749,102136.2,181098.9978,418053,3,92625,30875.0,53471.00651,92618,3,3,3.0,0.0,3,3,0,0,0,0,80,40,7.832678326,3.916339163,34,206,83.14285714,83.92740627,7043.809524,0,0,0,0,0,0,0,0,0,97.0,34.0,206.0,80,0,0,0,0,0,0,4,136,2,412,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117486445,18,18,1027,3532,697,0,57.05555556,168.1622019,1494,0,196.2222222,480.2056613,38.80447655,0.306418328,3356755.571,4657439.966,10000000,87,117000000,6910967.353,4630213.874,10100000,259,117000000,6904928.941,4628676.076,10100000,214,0,0,0,0,372,364,0.153209164,0.153209164,0,1494,123.2162162,357.1026257,127522.2853,0,0,0,1,0,0,0,0,1,126.6388889,57.05555556,196.2222222,372,0,0,0,0,0,0,18,1027,18,3532,8192,31365,13,20,128162.5833,107443.9578,466022,50158,9662360.75,1018024.035,10000000,6457141,BENIGN
53,237,2,2,66,226,33,33,33.0,0.0,113,113,113.0,0.0,1232067.511,16877.63713,79.0,94.3980932,185,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,80,80,8438.818565,8438.818565,33,113,65.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,81.25,33.0,113.0,80,0,0,0,0,0,0,2,66,2,226,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,232,2,2,72,200,36,36,36.0,0.0,100,100,100.0,0.0,1172413.793,17241.37931,77.33333333,90.87537253,179,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,80,80,8620.689655,8620.689655,36,100,61.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,77.0,36.0,100.0,80,0,0,0,0,0,0,2,72,2,200,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1316213,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2.27926635,658106.5,877897.8176,1278874,37339,1316213,658106.5,877897.8176,1278874,37339,0,0.0,0.0,0,0,0,0,0,0,96,0,2.27926635,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,228,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,929824.5614,17543.85965,76.0,126.4436633,222,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,0,0,0,0,40,40,8771.929825,8771.929825,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61005,4,2,152,108,38,38,38.0,0.0,54,54,54.0,0.0,4261.945742,98.35259405,12201.0,16729.02076,32243,3,32250,10750.0,18613.48401,32243,3,47,47.0,0.0,47,47,0,0,0,0,104,40,65.56839603,32.78419802,38,54,42.57142857,7.807200584,60.95238095,0,0,0,0,0,0,0,0,0,49.66666667,38.0,54.0,104,0,0,0,0,0,0,4,152,2,108,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24803,2,2,80,206,40,40,40.0,0.0,103,103,103.0,0.0,11530.8632,161.270814,8267.666667,14313.95656,24796,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,80.63540701,80.63540701,40,103,65.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,81.5,40.0,103.0,40,0,0,0,0,0,0,2,80,2,206,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,50834,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.34374631,50834.0,0.0,50834,50834,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19.67187316,19.67187316,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,262,144,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,243446,27,63,871,86554,389,0,32.25925926,90.48739504,2896,0,1373.873016,424.0306019,359114.547,369.6918413,2735.348315,7648.079997,38800,0,243446,9363.307692,12395.12769,38800,0,183757,2963.822581,10632.25364,61389,48,0,0,0,0,876,2024,110.9075524,258.7842889,0,2896,960.7142857,717.3443662,514582.9397,0,0,0,1,0,0,0,0,2,971.3888889,32.25925926,1373.873016,876,0,0,0,0,0,0,27,871,63,86554,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,125297,6,5,290,3743,197,0,48.33333333,81.78182357,1430,0,748.6,718.9365758,32187.52245,87.79140762,12529.7,17592.01429,38519,48,125297,25059.4,18153.05457,38519,163,76931,19232.75,37636.41522,75684,48,0,0,0,0,132,112,47.88622234,39.90518528,0,1430,336.0833333,569.0121357,323774.8106,0,0,0,1,0,0,0,0,0,366.6363636,48.33333333,748.6,132,0,0,0,0,0,0,6,290,5,3743,8192,343,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47587,1,1,49,86,49,49,49.0,0.0,86,86,86.0,0.0,2836.90924,42.02828504,47587.0,0.0,47587,47587,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21.01414252,21.01414252,49,86,61.33333333,21.36195996,456.3333333,0,0,0,0,0,0,0,0,1,92.0,49.0,86.0,20,0,0,0,0,0,0,1,49,1,86,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,254,2,2,60,414,30,30,30.0,0.0,207,207,207.0,0.0,1866141.732,15748.0315,84.66666667,104.7107126,203,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,64,64,7874.015748,7874.015748,30,207,100.8,96.94689268,9398.7,0,0,0,0,0,0,0,0,1,126.0,30.0,207.0,64,0,0,0,0,0,0,2,60,2,414,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,70256,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,42.70097928,35128.0,10236.07776,42366,27890,70256,35128.0,10236.07776,42366,27890,0,0.0,0.0,0,0,0,0,0,0,96,0,42.70097928,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,188,2,2,130,322,65,65,65.0,0.0,161,161,161.0,0.0,2404255.319,21276.59574,62.66666667,105.0825073,184,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,10638.29787,10638.29787,65,161,103.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,129.25,65.0,161.0,40,0,0,0,0,0,0,2,130,2,322,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,193779,1,1,46,183,46,46,46.0,0.0,183,183,183.0,0.0,1181.758601,10.32103582,193779.0,0.0,193779,193779,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,5.16051791,5.16051791,46,183,91.66666667,79.09698688,6256.333333,0,0,0,0,0,0,0,0,1,137.5,46.0,183.0,40,0,0,0,0,0,0,1,46,1,183,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,226,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,61946.90265,13274.33628,113.0,87.68124087,175,51,226,226.0,0.0,226,226,0,0.0,0.0,0,0,1,0,0,0,64,20,8849.557522,4424.778761,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
54224,40,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,25000.0,25000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
41152,24,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,41666.66667,41666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,939,237,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
48332,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,110,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,68915,4,5,427,2267,427,0,106.75,213.5,1460,0,453.4,662.3804043,39091.63462,130.5956613,8614.375,15750.12921,35391,1,68888,22962.66667,19769.13555,35753,193,36090,9022.5,17785.92503,35701,1,0,0,0,0,92,112,58.04251614,72.55314518,0,1460,269.4,498.8224356,248823.8222,0,0,0,1,0,0,0,0,1,299.3333333,106.75,453.4,92,0,0,0,0,0,0,4,427,5,2267,8192,237,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56245,73,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13698.63014,13698.63014,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,39580324,2,2,94,263,56,38,47.0,12.72792206,141,122,131.5,13.43502884,9.019633088,0.101060315,13200000.0,22600000.0,39300000,53633,39500000,39500000.0,0.0,39500000,39500000,39400000,39400000.0,0.0,39400000,39400000,0,0,0,0,52,64,0.050530157,0.050530157,38,141,79.0,48.948953,2396.0,0,0,0,0,0,0,0,0,1,98.75,47.0,131.5,52,0,0,0,0,0,0,2,94,2,263,-1,-1,1,20,215283.0,0.0,215283,215283,39300000.0,0.0,39300000,39300000,BENIGN
53,31184,2,2,82,182,41,41,41.0,0.0,91,91,91.0,0.0,8465.879938,128.2709082,10394.66667,18000.62672,31180,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,80,64.13545408,64.13545408,41,91,61.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,76.25,41.0,91.0,64,0,0,0,0,0,0,2,82,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30829,2,2,102,158,51,51,51.0,0.0,79,79,79.0,0.0,8433.617698,129.7479646,10276.33333,17754.11176,30777,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,64.87398229,64.87398229,51,79,62.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,77.75,51.0,79.0,40,0,0,0,0,0,0,2,102,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,168,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,1238095.238,23809.52381,56.0,90.93404203,161,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,11904.7619,11904.7619,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,40,0,0,0,0,0,0,2,72,2,136,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,239,2,2,66,500,33,33,33.0,0.0,250,250,250.0,0.0,2368200.837,16736.40167,79.66666667,131.925484,232,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,8368.200837,8368.200837,33,250,119.8,118.855795,14126.7,0,0,0,0,0,0,0,0,1,149.75,33.0,250.0,64,0,0,0,0,0,0,2,66,2,500,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,72987,1,1,46,197,46,46,46.0,0.0,197,197,197.0,0.0,3329.360023,27.40214011,72987.0,0.0,72987,72987,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,13.70107005,13.70107005,46,197,96.33333333,87.17989065,7600.333333,0,0,0,0,0,0,0,0,1,144.5,46.0,197.0,20,0,0,0,0,0,0,1,46,1,197,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,151,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13245.03311,151.0,0.0,151,151,151,151.0,0.0,151,151,0,0.0,0.0,0,0,0,0,0,0,40,0,13245.03311,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53982,65,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30769.23077,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15384.61538,15384.61538,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,30900917,7,7,420,1767,417,0,60.0,157.422997,1767,0,252.4285714,667.8632238,70.7745987,0.453060988,2376993.615,4351515.424,10000000,71,30200000,5026453.333,5478705.0,10000000,207,30900000,5143986.0,5369285.289,10000000,685,0,0,0,0,152,188,0.226530494,0.226530494,0,1767,145.8,461.1566514,212665.4571,0,0,0,1,0,0,0,0,1,156.2142857,60.0,252.4285714,152,0,0,0,0,0,0,7,420,7,1767,8192,946,4,20,49987.66667,22002.30545,75393,37117,10000000.0,2482.323911,10000000,10000000,BENIGN
53,31074,1,1,42,106,42,42,42.0,0.0,106,106,106.0,0.0,4762.824226,64.36248954,31074.0,0.0,31074,31074,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.18124477,32.18124477,42,106,63.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,95.0,42.0,106.0,20,0,0,0,0,0,0,1,42,1,106,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
39814,56,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17857.14286,17857.14286,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,357,332,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117443561,14,12,1127,7648,516,0,80.5,141.5620277,2920,0,637.3333333,907.7057326,74.7167399,0.221382933,4697742.44,16200000.0,58600000,4,117000000,9034120.077,22000000.0,58600000,72,117000000,10700000.0,23700000.0,58700000,4,0,0,0,0,292,252,0.119206195,0.102176738,0,2920,325.0,663.2356003,439881.4615,0,0,0,1,0,0,0,0,0,337.5,80.5,637.3333333,292,0,0,0,0,0,0,14,1127,12,7648,8192,64,7,20,127254.5,88567.24566,189881,64628,58600000.0,122325.9376,58600000,58500000,BENIGN
53,235,2,2,66,278,33,33,33.0,0.0,139,139,139.0,0.0,1463829.787,17021.2766,78.33333333,132.2169934,231,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,8510.638298,8510.638298,33,139,75.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,94.25,33.0,139.0,40,0,0,0,0,0,0,2,66,2,278,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,177,2,2,90,164,45,45,45.0,0.0,82,82,82.0,0.0,1435028.249,22598.87006,59.0,96.13012015,170,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,11299.43503,11299.43503,45,82,59.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,74.75,45.0,82.0,64,0,0,0,0,0,0,2,90,2,164,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54037,42,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,23809.52381,23809.52381,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,198,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,1050505.051,20202.0202,66.0,74.34379598,148,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,64,64,10101.0101,10101.0101,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,64,0,0,0,0,0,0,2,72,2,136,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,573857,8,7,615,3814,300,0,76.875,116.0780987,1460,0,544.8571429,643.7303857,7717.950639,26.13891614,40989.78571,47561.3918,141541,3,525239,75034.14286,56773.83486,141847,810,444886,74147.66667,66027.14055,146749,3,0,0,0,0,172,152,13.94075528,12.19816087,0,1460,276.8125,481.6646439,232000.8292,0,0,0,1,0,0,0,0,0,295.2666667,76.875,544.8571429,172,0,0,0,0,0,0,8,615,7,3814,8192,62,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,233739,14,9,840,5732,357,0,60.0,113.3245849,1448,0,636.8888889,715.1652684,28116.83117,98.40035253,10624.5,16145.22585,52515,1,233739,17979.92308,17982.81943,52515,1,181257,22657.125,33211.56088,77179,1,0,0,0,0,460,296,59.89586676,38.50448577,0,1448,273.8333333,517.5215741,267828.5797,0,0,0,1,0,0,0,0,0,285.7391304,60.0,636.8888889,460,0,0,0,0,0,0,14,840,9,5732,65535,972,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,68737,2,2,88,224,44,44,44.0,0.0,112,112,112.0,0.0,4539.040109,58.19282192,22912.33333,39679.26328,68730,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,29.09641096,29.09641096,44,112,71.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,89.0,44.0,112.0,40,0,0,0,0,0,0,2,88,2,224,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,266,2,2,88,226,44,44,44.0,0.0,113,113,113.0,0.0,1180451.128,15037.59398,88.66666667,111.6975082,215,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,7518.796992,7518.796992,44,113,71.6,37.79285647,1428.3,0,0,0,0,0,0,0,0,1,89.5,44.0,113.0,64,0,0,0,0,0,0,2,88,2,226,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,54564,4,2,116,446,29,29,29.0,0.0,223,223,223.0,0.0,10299.83139,109.9626127,10912.8,15401.09159,32759,3,32811,10937.0,18898.42036,32759,3,49,49.0,0.0,49,49,0,0,0,0,80,64,73.30840847,36.65420424,29,223,84.42857143,94.66230708,8960.952381,0,0,0,0,0,0,0,0,0,98.5,29.0,223.0,80,0,0,0,0,0,0,4,116,2,446,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
